Symbol|Name|LastSale|MarketCap|ADR TSO|IPOyear|Sector|Industry|Summary Quote,
LGI|Lazard Global Total Return and Income Fund|14.45|138795674.65|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/lgi,
LAZ|Lazard Ltd.|38.75|4575289147.5|n/a|2005|Finance|Investment Managers|https://www.nasdaq.com/symbol/laz,
LOR|Lazard World Dividend & Income Fund, Inc.|9.2|63297683.6|n/a|2005|n/a|n/a|https://www.nasdaq.com/symbol/lor,
LZB|La-Z-Boy Incorporated|28.98|1357233960.6|n/a|n/a|Consumer Durables|Home Furnishings|https://www.nasdaq.com/symbol/lzb,
LCII|LCI Industries |83.78|2112732203.6|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/lcii,
LEAF|Leaf Group Ltd.|7.65|193654142.55|n/a|n/a|Technology|EDP Services|https://www.nasdaq.com/symbol/leaf,
LEA|Lear Corporation|157.8|10126636370.4|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/lea,
LEE|Lee Enterprises, Incorporated|2.88|166148441.28|n/a|n/a|Consumer Services|Newspapers/Magazines|https://www.nasdaq.com/symbol/lee,
LGC|Legacy Acquisition Corp.|9.919|371962500|n/a|2017|Finance|Business Services|https://www.nasdaq.com/symbol/lgc,
LGC.U|Legacy Acquisition Corp.|n/a|0|n/a|2017|n/a|n/a|https://www.nasdaq.com/symbol/lgc.u,
LGC.WS|Legacy Acquisition Corp.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/lgc.ws,
LM|Legg Mason, Inc.|29.43|2517100900.29|n/a|n/a|Finance|Investment Managers|https://www.nasdaq.com/symbol/lm,
LMHA|Legg Mason, Inc.|26.21|0|n/a|2016|Finance|Investment Managers|https://www.nasdaq.com/symbol/lmha,
LMHB|Legg Mason, Inc.|23.15|0|n/a|2016|Finance|Investment Managers|https://www.nasdaq.com/symbol/lmhb,
LEG|Leggett & Platt, Incorporated|40|5216710160|n/a|n/a|Consumer Durables|Home Furnishings|https://www.nasdaq.com/symbol/leg,
JBK|Lehman ABS Corporation|25.88|0|n/a|n/a|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/jbk,
KTH|Lehman ABS Corporation|30.351|0|n/a|n/a|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/kth,
KTN|Lehman ABS Corporation|30.69|0|n/a|n/a|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/ktn,
KTP|Lehman ABS Corporation|8.1|0|n/a|n/a|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/ktp,
LDOS|Leidos Holdings, Inc.|57.09|8549801882.49|n/a|n/a|Technology|EDP Services|https://www.nasdaq.com/symbol/ldos,
LEJU|Leju Holdings Limited|1.61|218579978.82|n/a|2014|Finance|Real Estate|https://www.nasdaq.com/symbol/leju,
LC|LendingClub Corporation|3.07|1308461620.79|n/a|2014|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/lc,
LEN|Lennar Corporation|44.52|14704297905.36|n/a|n/a|Basic Industries|Homebuilding|https://www.nasdaq.com/symbol/len,
LEN.B|Lennar Corporation|n/a|0|n/a|n/a|Basic Industries|Homebuilding|https://www.nasdaq.com/symbol/len.b,
LII|Lennox International, Inc.|223.95|9021441675.75|n/a|1999|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/lii,
LHC|Leo Holdings Corp.|9.88|247000000|n/a|2018|Finance|Business Services|https://www.nasdaq.com/symbol/lhc,
LHC.U|Leo Holdings Corp.|n/a|0|n/a|2018|n/a|n/a|https://www.nasdaq.com/symbol/lhc.u,
LHC.WS|Leo Holdings Corp.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/lhc.ws,
LXP|Lexington Realty Trust|9.39|2218616033.82|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/lxp,
LXP^C|Lexington Realty Trust|49.5038|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/lxp^c,
LPL|LG Display Co., Ltd.|9.08|6497933112|n/a|2004|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/lpl,
USA|Liberty All-Star Equity Fund|5.67|1117003188.42|n/a|1986|n/a|n/a|https://www.nasdaq.com/symbol/usa,
ASG|Liberty All-Star Growth Fund, Inc.|4.86|133367828.4|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/asg,
LBRT|Liberty Oilfield Services Inc.|15.01|1730919172.33|n/a|2018|Energy|Oilfield Services/Equipment|https://www.nasdaq.com/symbol/lbrt,
LPT|Liberty Property Trust|46.03|6804205831.39|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/lpt,
LSI|Life Storage, Inc.|95.65|4457426492.55|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/lsi,
LITB|LightInTheBox Holding Co., Ltd.|0.77|52210445.21|n/a|2013|Consumer Services|Catalog/Specialty Distribution|https://www.nasdaq.com/symbol/litb,
LNC|Lincoln National Corporation|59.15|12634719424.6|n/a|n/a|Finance|Life Insurance|https://www.nasdaq.com/symbol/lnc,
LNC.WS|Lincoln National Corporation|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/lnc.ws,
LIN|Linde plc|158.21|88304505849.56|n/a|2018|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/lin,
LNN|Lindsay Corporation|87.41|942833891.99|n/a|n/a|Capital Goods|Industrial Machinery/Components|https://www.nasdaq.com/symbol/lnn,
LN|LINE Corporation|35.64|8492863167.36|n/a|2016|Technology|Computer Software: Programming, Data Processing|https://www.nasdaq.com/symbol/ln,
LGF.A|Lions Gate Entertainment Corporation|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/lgf.a,
LGF.B|Lions Gate Entertainment Corporation|n/a|0|n/a|2016|n/a|n/a|https://www.nasdaq.com/symbol/lgf.b,
LAD|Lithia Motors, Inc.|87.62|2061626138.26|n/a|n/a|Consumer Durables|Automotive Aftermarket|https://www.nasdaq.com/symbol/lad,
LAC|Lithium Americas Corp.|3.08|272860766.64|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/lac,
LYV|Live Nation Entertainment, Inc.|52.83|11070265572.63|n/a|n/a|Consumer Services|Services-Misc. Amusement & Recreation|https://www.nasdaq.com/symbol/lyv,
LTHM|Livent Corporation|13.2|1927200000|n/a|2018|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/lthm,
RAMP|LiveRamp Holdings, Inc.|42.93|2926617906.87|n/a|n/a|Technology|EDP Services|https://www.nasdaq.com/symbol/ramp,
LYG|Lloyds Banking Group Plc|3|53372694198|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/lyg,
SCD|LMP Capital and Income Fund Inc.|12.06|216878959.8|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/scd,
LMT|Lockheed Martin Corporation|287.87|81877622804.56|n/a|n/a|Capital Goods|Military/Government/Technical|https://www.nasdaq.com/symbol/lmt,
L|Loews Corporation|47.65|14971184424.85|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/l,
LOMA|Loma Negra Compania Industrial Argentina Sociedad Anonima|12.47|1486490066.06|n/a|2017|Capital Goods|Building Materials|https://www.nasdaq.com/symbol/loma,
LPX|Louisiana-Pacific Corporation|24.11|3403813369.79|n/a|n/a|Basic Industries|Forest Products|https://www.nasdaq.com/symbol/lpx,
LOW|Lowe&#39;s Companies, Inc.|93.15|74795445202.05|n/a|n/a|Consumer Services|RETAIL: Building Materials|https://www.nasdaq.com/symbol/low,
LXU|Lsb Industries Inc.|7.04|201473824.64|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/lxu,
LKSD|LSC Communications, Inc.|8.02|303766562.6|n/a|2016|Miscellaneous|Publishing|https://www.nasdaq.com/symbol/lksd,
LTC|LTC Properties, Inc.|45.53|1805571235.61|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/ltc,
LUB|Luby&#39;s, Inc.|1.48|43903252.8|n/a|n/a|Consumer Services|Restaurants|https://www.nasdaq.com/symbol/lub,
LL|Lumber Liquidators Holdings, Inc|11.74|336002415.92|n/a|2007|Consumer Services|RETAIL: Building Materials|https://www.nasdaq.com/symbol/ll,
LXFR|Luxfer Holdings PLC|19.73|522933272.02|n/a|2012|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/lxfr,
LXFT|Luxoft Holding, Inc.|57.68|1960710991.12|n/a|2013|Technology|EDP Services|https://www.nasdaq.com/symbol/lxft,
LDL|Lydall, Inc.|25.04|435881972.08|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/ldl,
WLH|Lyon William Homes|12.09|456459533.79|n/a|2013|Capital Goods|Homebuilding|https://www.nasdaq.com/symbol/wlh,
LYB|LyondellBasell Industries NV|86.14|33048273416.6|n/a|n/a|Basic Industries|Major Chemicals|https://www.nasdaq.com/symbol/lyb,
MTB|M&T Bank Corporation|167.67|23227995780|n/a|n/a|Finance|Major Banks|https://www.nasdaq.com/symbol/mtb,
MTB^|M&T Bank Corporation|1012.5|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mtb^,
MTB^C|M&T Bank Corporation|1020.105|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mtb^c,
MDC|M.D.C. Holdings, Inc.|30.05|1701267918.65|n/a|n/a|Capital Goods|Homebuilding|https://www.nasdaq.com/symbol/mdc,
MHO|M/I Homes, Inc.|24.95|696702203.2|n/a|1993|Capital Goods|Homebuilding|https://www.nasdaq.com/symbol/mho,
MAC|Macerich Company (The)|46.5|6558866943|n/a|1994|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/mac,
CLI|Mack-Cali Realty Corporation|20|1806404520|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/cli,
MFD|Macquarie First Trust Global|10.55|90175513.1|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/mfd,
MGU|Macquarie Global Infrastructure Total Return Fund Inc.|20.83|259714543.19|n/a|2005|n/a|n/a|https://www.nasdaq.com/symbol/mgu,
MIC|Macquarie Infrastructure Corporation |41.53|3556634100.54|n/a|2004|Energy|Oil Refining/Marketing|https://www.nasdaq.com/symbol/mic,
BMA|Macro Bank Inc.|55.25|3699888185.5|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/bma,
M|Macy&#39;s Inc|25.72|7908057412.8|n/a|n/a|Consumer Services|Department/Specialty Retail Stores|https://www.nasdaq.com/symbol/m,
MCN|Madison Covered Call & Equity Strategy Fund|6.6|138249698.4|n/a|2004|n/a|n/a|https://www.nasdaq.com/symbol/mcn,
MMP|Magellan Midstream Partners L.P.|62.17|14186893097.2|n/a|n/a|Energy|Natural Gas Distribution|https://www.nasdaq.com/symbol/mmp,
MGA|Magna International, Inc.|52.23|17097265754.31|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/mga,
MX|MagnaChip Semiconductor Corporation|6.22|215348603.64|n/a|2011|Technology|Semiconductors|https://www.nasdaq.com/symbol/mx,
MGY|Magnolia Oil & Gas Corporation|11.99|2993656701.42|n/a|2017|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/mgy,
MGY.WS|Magnolia Oil & Gas Corporation|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mgy.ws,
MH^A|Maiden Holdings, Ltd.|6.1|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mh^a,
MH^C|Maiden Holdings, Ltd.|5.63|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mh^c,
MH^D|Maiden Holdings, Ltd.|5.75|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mh^d,
MHLA|Maiden Holdings, Ltd.|14.28|0|n/a|2016|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/mhla,
MHNC|Maiden Holdings, Ltd.|17.42|0|n/a|2013|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/mhnc,
MAIN|Main Street Capital Corporation|36.6|2232373848.6|n/a|2007|n/a|n/a|https://www.nasdaq.com/symbol/main,
MMD|MainStay MacKay DefinedTerm Municipal Opportunitie|19.71|543249207.81|n/a|2012|n/a|n/a|https://www.nasdaq.com/symbol/mmd,
MNK|Mallinckrodt plc|21.58|1797899719.2|n/a|2013|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/mnk,
MANU|Manchester United Ltd.|19.22|3162197215.8|n/a|2012|Consumer Services|Services-Misc. Amusement & Recreation|https://www.nasdaq.com/symbol/manu,
MTW|Manitowoc Company, Inc. (The)|14.63|520622433.87|n/a|n/a|Capital Goods|Construction/Ag Equipment/Trucks|https://www.nasdaq.com/symbol/mtw,
MN|Manning & Napier, Inc.|2.08|31892725.28|n/a|2011|Finance|Investment Managers|https://www.nasdaq.com/symbol/mn,
MAN|ManpowerGroup|74.05|4578622426.9|n/a|n/a|Technology|Professional Services|https://www.nasdaq.com/symbol/man,
MFC|Manulife Financial Corp|15.8|31141846578.4|n/a|n/a|Finance|Life Insurance|https://www.nasdaq.com/symbol/mfc,
MRO|Marathon Oil Corporation|15.83|13159097117.08|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/mro,
MPC|Marathon Petroleum Corporation|63.72|44021186676.72|n/a|n/a|Energy|Integrated oil Companies|https://www.nasdaq.com/symbol/mpc,
MMI|Marcus & Millichap, Inc.|38.65|1493875064|n/a|2013|Finance|Real Estate|https://www.nasdaq.com/symbol/mmi,
MCS|Marcus Corporation (The)|42.96|1217186281.44|n/a|n/a|Consumer Services|Movies/Entertainment|https://www.nasdaq.com/symbol/mcs,
MPX|Marine Products Corporation|14.2|489883698.4|n/a|n/a|Capital Goods|Marine Transportation|https://www.nasdaq.com/symbol/mpx,
HZO|MarineMax, Inc.|18.09|494170246.44|n/a|1998|Consumer Services|Other Specialty Stores|https://www.nasdaq.com/symbol/hzo,
MKL|Markel Corporation|1034.75|14367140552.75|n/a|1986|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/mkl,
VAC|Marriot Vacations Worldwide Corporation|87.21|4100391988.92|n/a|n/a|Finance|Real Estate|https://www.nasdaq.com/symbol/vac,
MMC|Marsh & McLennan Companies, Inc.|83.06|41837994453.76|n/a|n/a|Finance|Specialty Insurers|https://www.nasdaq.com/symbol/mmc,
MLM|Martin Marietta Materials, Inc.|179.62|11264342552.26|n/a|1994|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|https://www.nasdaq.com/symbol/mlm,
MAS|Masco Corporation|32.11|9809551922.17|n/a|n/a|Basic Industries|Forest Products|https://www.nasdaq.com/symbol/mas,
DOOR|Masonite International Corporation|54.6|1448022466.8|n/a|n/a|Basic Industries|Forest Products|https://www.nasdaq.com/symbol/door,
MTZ|MasTec, Inc.|45.56|3584604260.04|n/a|n/a|Basic Industries|Water Supply|https://www.nasdaq.com/symbol/mtz,
MA|Mastercard Incorporated|200.16|221954241456|n/a|2006|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/ma,
MTDR|Matador Resources Company|18.89|2197544839.74|n/a|2012|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/mtdr,
MTRN|Materion Corporation|46.66|944598338.1|n/a|n/a|Capital Goods|Industrial Specialties|https://www.nasdaq.com/symbol/mtrn,
MATX|Matson, Inc.|33.06|1411813811.52|n/a|n/a|Consumer Services|Marine Transportation|https://www.nasdaq.com/symbol/matx,
MLP|Maui Land & Pineapple Company, Inc.|12|230260560|n/a|n/a|Finance|Real Estate|https://www.nasdaq.com/symbol/mlp,
MAXR|Maxar Technologies Inc.|5.87|348564392.02|n/a|n/a|Technology|Radio And Television Broadcasting And Communications Equipment|https://www.nasdaq.com/symbol/maxr,
MMS|Maximus, Inc.|69.26|4441873604.68|n/a|1997|Miscellaneous|Business Services|https://www.nasdaq.com/symbol/mms,
MXL|MaxLinear, Inc|18.88|1302054763.2|n/a|2010|Technology|Semiconductors|https://www.nasdaq.com/symbol/mxl,
MBI|MBIA, Inc.|9.41|853394113.89|n/a|1987|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/mbi,
MKC|McCormick & Company, Incorporated|121.85|16043404010.75|n/a|n/a|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/mkc,
MKC.V|McCormick & Company, Incorporated|n/a|0|n/a|n/a|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/mkc.v,
MDR|McDermott International, Inc.|9.14|1650538801.96|n/a|n/a|Capital Goods|Metal Fabrications|https://www.nasdaq.com/symbol/mdr,
MCD|McDonald&#39;s Corporation|183.6|141539121900|n/a|n/a|Consumer Services|Restaurants|https://www.nasdaq.com/symbol/mcd,
MUX|McEwen Mining Inc.|1.74|599534883.72|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/mux,
MCK|McKesson Corporation|125.77|24572467440.94|n/a|n/a|Health Care|Other Pharmaceuticals|https://www.nasdaq.com/symbol/mck,
MDU|MDU Resources Group, Inc.|25.06|4912411209.16|n/a|n/a|Basic Industries|Mining & Quarrying of Nonmetallic Minerals (No Fuels)|https://www.nasdaq.com/symbol/mdu,
MTL|Mechel PAO|2.38|594434623.86|n/a|2004|Basic Industries|Steel/Iron Ore|https://www.nasdaq.com/symbol/mtl,
MTL^|Mechel PAO|0.74|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mtl^,
MRT|MedEquities Realty Trust, Inc.|11.2|356615291.2|n/a|2016|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/mrt,
MPW|Medical Properties Trust, Inc.|17.63|6532848702.43|n/a|2005|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/mpw,
MED|MEDIFAST INC|122.86|1470015722.76|n/a|n/a|Consumer Non-Durables|Packaged Foods|https://www.nasdaq.com/symbol/med,
MCC|Medley Capital Corporation|3.03|165056859.33|n/a|2011|n/a|n/a|https://www.nasdaq.com/symbol/mcc,
MCV|Medley Capital Corporation|24.45|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mcv,
MCX|Medley Capital Corporation|24.83|0|n/a|2015|n/a|n/a|https://www.nasdaq.com/symbol/mcx,
MDLQ|Medley LLC|21.88|0|n/a|2017|Finance|Investment Managers|https://www.nasdaq.com/symbol/mdlq,
MDLX|Medley LLC|20.7|0|n/a|2016|Finance|Investment Managers|https://www.nasdaq.com/symbol/mdlx,
MDLY|Medley Management Inc.|4.33|131342825.28|n/a|2014|Finance|Investment Managers|https://www.nasdaq.com/symbol/mdly,
MD|Mednax, Inc|36.13|3230759196.52|n/a|n/a|Health Care|Hospital/Nursing Management|https://www.nasdaq.com/symbol/md,
MDT|Medtronic plc|86.42|116065984937.14|n/a|n/a|Health Care|Biotechnology: Electromedical & Electrotherapeutic Apparatus|https://www.nasdaq.com/symbol/mdt,
MFAC|Megalith Financial Acquisition Corp.|9.77|206744054.47|n/a|2018|Finance|Business Services|https://www.nasdaq.com/symbol/mfac,
MFAC.U|Megalith Financial Acquisition Corp.|n/a|0|n/a|2018|n/a|n/a|https://www.nasdaq.com/symbol/mfac.u,
MFAC.WS|Megalith Financial Acquisition Corp.|n/a|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mfac.ws,
MRK|Merck & Company, Inc.|72.92|189619454380|n/a|n/a|Health Care|Major Pharmaceuticals|https://www.nasdaq.com/symbol/mrk,
MCY|Mercury General Corporation|51.85|2869357067.45|n/a|n/a|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/mcy,
MDP|Meredith Corporation|54.53|2453029814.27|n/a|n/a|Consumer Services|Newspapers/Magazines|https://www.nasdaq.com/symbol/mdp,
MTH|Meritage Corporation|39.4|1574666940.4|n/a|n/a|Capital Goods|Homebuilding|https://www.nasdaq.com/symbol/mth,
MTOR|Meritor, Inc.|18.92|1605869150.6|n/a|n/a|Capital Goods|Auto Parts:O.E.M.|https://www.nasdaq.com/symbol/mtor,
MER^K|Merrill Lynch & Co., Inc.|25.76|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mer^k,
PIY|Merrill Lynch Depositor, Inc.|10.1228|0|n/a|n/a|Finance|Finance: Consumer Services|https://www.nasdaq.com/symbol/piy,
MTR|Mesa Royalty Trust|12.8505|23948063.295|n/a|n/a|Energy|Oil & Gas Production|https://www.nasdaq.com/symbol/mtr,
MSB|Mesabi Trust|27.98|367097879.8|n/a|n/a|Basic Industries|Precious Metals|https://www.nasdaq.com/symbol/msb,
MEI|Methode Electronics, Inc.|25.72|951304405.44|n/a|n/a|Capital Goods|Electrical Products|https://www.nasdaq.com/symbol/mei,
MET|MetLife, Inc.|45.13|44536010312.76|n/a|2000|Finance|Life Insurance|https://www.nasdaq.com/symbol/met,
MET^A|MetLife, Inc.|22.61|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/met^a,
MET^E|MetLife, Inc.|24.7|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/met^e,
MCB|Metropolitan Bank Holding Corp.|35.6|292177530.4|n/a|2017|Finance|Major Banks|https://www.nasdaq.com/symbol/mcb,
MTD|Mettler-Toledo International, Inc.|618.16|15481834508.48|n/a|1997|Capital Goods|Biotechnology: Laboratory Analytical Instruments|https://www.nasdaq.com/symbol/mtd,
MXE|Mexico Equity and Income Fund, Inc. (The)|11.03|77017482.38|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mxe,
MXF|Mexico Fund, Inc. (The)|14.36|215475016.64|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mxf,
MFA|MFA Financial, Inc.|7.32|3290679904.2|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/mfa,
MFA^B|MFA Financial, Inc.|24.6134|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mfa^b,
MFO|MFA Financial, Inc.|25.44|0|n/a|n/a|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/mfo,
MFCB|MFC Bancorp Ltd.|6.98|87492910.98|n/a|n/a|Finance|Commercial Banks|https://www.nasdaq.com/symbol/mfcb,
MCR|MFS Charter Income Trust|7.65|368561432.25|n/a|1989|n/a|n/a|https://www.nasdaq.com/symbol/mcr,
MGF|MFS Government Markets Income Trust|4.44|144748959.48|n/a|1987|n/a|n/a|https://www.nasdaq.com/symbol/mgf,
MIN|MFS Intermediate Income Trust|3.7|435553377.3|n/a|1988|n/a|n/a|https://www.nasdaq.com/symbol/min,
MMT|MFS Multimarket Income Trust|5.44|372514210.88|n/a|1987|n/a|n/a|https://www.nasdaq.com/symbol/mmt,
MFM|MFS Municipal Income Trust|6.68|275133375.08|n/a|1986|n/a|n/a|https://www.nasdaq.com/symbol/mfm,
MFV|MFS Special Value Trust|5.19|37013948.58|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/mfv,
MTG|MGIC Investment Corporation|12.06|4285774260|n/a|1991|Finance|Property-Casualty Insurers|https://www.nasdaq.com/symbol/mtg,
MGP|MGM Growth Properties LLC|30.27|8053190898.03|n/a|2016|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/mgp,
MGM|MGM Resorts International|28.46|15004053884.68|n/a|n/a|Consumer Services|Hotels/Resorts|https://www.nasdaq.com/symbol/mgm,
MFGP|Micro Focus Intl PLC|19.31|8027190056.14|n/a|2017|Technology|Computer Software: Prepackaged Software|https://www.nasdaq.com/symbol/mfgp,
MAA|Mid-America Apartment Communities, Inc.|102.35|11651295452.45|n/a|1994|Consumer Services|Real Estate Investment Trusts|https://www.nasdaq.com/symbol/maa,
MAA^I|Mid-America Apartment Communities, Inc.|62.2873|0|n/a|n/a|n/a|n/a|https://www.nasdaq.com/symbol/maa^i,
